heart_rate,steps,calories,azm,resting_hr,hrv,br,sleep_minutes,sleep_efficiency,stress_level
94,110,57,2,72,15,18,425,0.74,High
76,62,66,0,55,16,12,324,0.94,High
77,488,129,8,58,36,14,324,0.9,Medium
68,810,140,10,69,43,16,374,0.95,Low
67,652,173,11,59,45,13,446,0.94,Low
79,467,117,4,66,36,15,382,0.73,Medium
58,557,147,15,63,41,14,414,0.73,Low
76,455,120,9,64,28,14,412,0.78,Medium
64,524,102,14,56,40,17,363,0.72,Low
74,209,94,4,57,37,18,417,0.81,Medium
86,266,124,4,68,35,16,465,0.93,Medium
90,36,44,1,63,20,14,329,0.87,High
82,463,103,9,65,37,16,358,0.9,Medium
53,588,133,16,56,49,14,338,0.9,Low
83,307,82,7,72,26,17,332,0.89,Medium
98,113,79,3,64,21,15,369,0.91,High
78,415,77,5,63,35,16,409,0.8,Medium
71,302,105,8,56,28,12,420,0.8,Medium
68,707,159,15,69,45,14,356,0.77,Low
70,421,100,6,60,37,12,403,0.73,Medium
101,22,75,2,69,16,16,346,0.83,High
77,368,90,9,59,28,14,428,0.75,Medium
85,380,125,9,73,32,14,420,0.95,Medium
72,789,111,14,71,47,14,417,0.93,Low
87,359,83,5,71,30,18,321,0.94,Medium
83,322,117,8,72,28,19,328,0.8,Medium
89,26,40,3,57,23,19,431,0.86,High
97,189,60,1,69,22,14,309,0.81,High
73,302,112,7,63,34,15,371,0.94,Medium
74,220,123,4,64,35,12,479,0.81,Medium
51,560,131,15,55,40,14,321,0.95,Low
75,324,71,7,64,34,19,445,0.87,Medium
89,122,52,3,56,18,19,428,0.77,High
73,615,129,12,69,42,12,397,0.86,Low
74,331,74,6,60,28,18,406,0.73,Medium
81,365,126,9,62,32,16,425,0.79,Medium
79,213,90,4,61,35,15,445,0.93,Medium
83,241,122,4,65,32,18,458,0.79,Medium
76,238,84,5,61,37,17,321,0.83,Medium
90,169,53,3,66,24,17,440,0.83,High
98,164,44,3,66,24,13,393,0.8,High
87,182,89,0,59,19,19,301,0.77,High
103,176,73,2,73,21,19,393,0.7,High
88,198,40,3,65,23,16,344,0.73,High
88,276,117,7,71,25,14,415,0.72,Medium
97,11,79,2,64,16,19,423,0.89,High
95,116,87,0,66,17,14,342,0.91,High
72,210,79,8,60,25,14,477,0.72,Medium
83,223,88,6,70,32,18,420,0.88,Medium
73,548,118,16,73,47,14,447,0.82,Low
82,250,101,6,72,32,13,373,0.78,Medium
84,409,124,6,73,37,17,316,0.78,Medium
90,338,96,4,72,36,14,323,0.93,Medium
87,344,110,7,68,36,12,325,0.77,Medium
100,13,84,1,73,19,12,377,0.83,High
62,567,150,18,66,46,18,389,0.79,Low
71,670,167,14,63,48,15,362,0.8,Low
91,307,115,8,72,33,16,406,0.92,Medium
87,374,72,5,74,30,17,419,0.72,Medium
93,118,41,3,60,18,18,378,0.76,High
76,210,82,8,59,30,14,412,0.89,Medium
85,324,125,4,71,33,14,477,0.74,Medium
81,779,167,13,73,47,12,356,0.91,Low
79,83,87,0,57,23,14,354,0.88,High
64,821,167,13,66,48,16,358,0.83,Low
69,661,115,11,69,47,14,315,0.81,Low
70,486,117,6,58,31,17,365,0.79,Medium
70,434,79,8,58,31,16,409,0.85,Medium
84,349,94,6,74,35,14,354,0.71,Medium
82,138,59,1,57,16,12,389,0.93,High
72,856,147,10,68,44,12,312,0.8,Low
89,157,87,0,57,15,12,334,0.82,High
97,117,54,1,67,24,17,369,0.7,High
101,130,42,1,72,17,14,472,0.82,High
67,585,174,16,66,44,14,433,0.73,Low
69,835,154,19,63,46,12,327,0.76,Low
80,413,129,4,62,35,16,464,0.81,Medium
71,629,178,14,65,47,17,395,0.84,Low
78,480,114,9,59,26,14,439,0.77,Medium
70,880,162,15,74,47,16,436,0.86,Low
86,80,41,1,64,24,17,479,0.75,High
73,390,79,4,57,29,16,466,0.9,Medium
83,412,72,6,73,36,16,395,0.9,Medium
98,118,58,3,70,21,15,473,0.89,High
101,155,49,0,73,18,12,363,0.9,High
77,419,87,4,67,33,14,386,0.87,Medium
82,492,91,7,72,27,12,302,0.89,Medium
90,86,70,2,58,23,19,328,0.93,High
92,42,87,2,64,21,13,335,0.84,High
83,836,110,11,74,44,18,474,0.9,Low
73,549,135,19,70,40,16,384,0.71,Low
75,424,108,6,57,34,16,304,0.78,Medium
76,599,166,13,67,44,16,391,0.75,Low
74,253,84,6,64,32,16,436,0.94,Medium
75,327,102,6,59,35,15,343,0.83,Medium
99,161,89,2,72,17,13,469,0.76,High
82,313,113,5,72,36,15,370,0.82,Medium
64,806,145,12,65,43,18,399,0.89,Low
102,120,64,0,71,16,19,348,0.88,High
84,457,85,8,68,38,17,357,0.95,Medium
84,223,77,7,70,33,17,478,0.87,Medium
98,174,42,2,72,21,13,315,0.94,High
75,265,101,4,60,36,16,336,0.79,Medium
71,893,145,18,69,42,17,442,0.75,Low
90,361,105,4,74,39,17,407,0.86,Medium
85,205,91,4,74,32,19,399,0.72,Medium
70,445,104,5,59,36,19,372,0.94,Medium
64,600,140,12,67,48,13,335,0.73,Low
89,267,111,6,74,32,19,446,0.7,Medium
74,832,118,11,73,40,17,403,0.9,Low
67,667,160,13,59,46,17,419,0.85,Low
73,205,96,4,60,32,16,412,0.71,Medium
88,142,60,3,58,17,12,337,0.73,High
89,36,66,0,60,18,15,306,0.78,High
80,269,112,9,68,27,14,364,0.7,Medium
79,100,84,2,57,19,13,328,0.95,High
103,114,69,1,74,19,15,461,0.86,High
91,37,53,1,66,24,17,469,0.84,High
75,353,83,7,59,28,12,311,0.73,Medium
79,417,109,7,64,30,17,361,0.73,Medium
78,277,88,8,63,27,19,303,0.88,Medium
76,598,156,18,74,40,12,392,0.75,Low
95,92,54,0,64,24,14,386,0.81,High
60,539,111,14,64,44,14,476,0.75,Low
76,413,72,6,63,39,12,350,0.78,Medium
77,204,89,9,67,35,19,412,0.75,Medium
69,426,84,5,58,32,13,315,0.72,Medium
71,412,125,5,60,27,14,476,0.86,Medium
83,417,107,7,64,26,18,389,0.72,Medium
101,20,47,2,67,19,15,418,0.89,High
96,147,52,3,73,18,13,374,0.71,High
84,35,49,2,56,21,16,384,0.84,High
78,411,114,9,59,33,18,371,0.9,Medium
91,156,65,2,71,20,18,436,0.73,High
85,412,88,9,73,35,16,452,0.76,Medium
81,463,102,5,67,31,14,309,0.77,Medium
68,373,105,5,58,31,19,340,0.94,Medium
74,645,175,12,68,45,12,413,0.84,Low
64,506,113,14,64,44,12,347,0.87,Low
56,803,155,10,55,43,13,377,0.75,Low
97,125,66,1,74,18,13,423,0.89,High
71,751,106,13,74,43,15,323,0.9,Low
68,702,149,19,65,48,14,346,0.72,Low
66,784,165,16,69,43,13,322,0.92,Low
88,317,96,4,71,32,13,351,0.94,Medium
102,69,61,0,70,15,17,301,0.74,High
96,116,65,3,72,15,18,468,0.85,High
87,86,71,0,66,17,19,427,0.9,High
55,736,110,17,55,43,12,394,0.93,Low
60,686,139,15,56,46,14,469,0.93,Low
70,354,104,6,59,28,17,379,0.72,Medium
87,317,118,4,72,35,15,366,0.79,Medium
90,191,51,0,70,21,16,310,0.88,High
94,177,69,0,70,15,16,356,0.8,High
75,760,105,15,74,45,17,407,0.9,Low
58,737,114,14,59,48,12,434,0.76,Low
93,108,67,3,59,15,15,331,0.93,High
72,691,147,10,69,41,18,474,0.73,Low
96,185,63,0,63,19,16,302,0.89,High
83,52,77,2,60,21,17,371,0.72,High
73,329,95,6,56,34,13,447,0.83,Medium
90,174,87,0,66,22,16,387,0.86,High
82,485,76,4,69,31,12,372,0.87,Medium
73,653,152,17,66,49,14,415,0.91,Low
91,495,94,6,72,30,14,420,0.75,Medium
81,653,166,16,73,40,13,453,0.92,Low
69,346,120,7,55,26,15,459,0.9,Medium
75,210,101,6,59,34,18,456,0.85,Medium
86,183,87,3,59,23,12,327,0.86,High
88,41,56,3,67,19,14,349,0.8,High
84,272,93,9,68,25,15,352,0.94,Medium
66,899,146,16,57,46,15,427,0.74,Low
70,305,87,9,55,34,14,369,0.87,Medium
70,491,85,5,58,37,13,416,0.89,Medium
98,190,64,2,71,15,17,474,0.8,High
57,617,111,15,58,45,12,428,0.7,Low
72,514,143,19,66,48,19,342,0.87,Low
70,574,104,15,66,42,19,390,0.71,Low
100,8,71,1,68,20,14,460,0.91,High
80,497,125,8,65,32,18,467,0.79,Medium
67,876,156,14,69,42,19,343,0.72,Low
86,125,52,1,59,18,15,395,0.85,High
60,564,169,16,61,44,17,442,0.92,Low
72,286,108,8,59,28,17,356,0.83,Medium
93,142,43,3,61,15,12,366,0.93,High
86,46,72,0,60,17,17,302,0.9,High
79,464,75,5,68,25,15,467,0.92,Medium
75,549,113,19,72,41,14,440,0.72,Low
82,342,102,4,72,34,19,309,0.84,Medium
80,467,78,5,68,38,15,406,0.74,Medium
67,627,158,15,62,47,16,304,0.7,Low
76,778,133,12,67,48,14,342,0.82,Low
53,872,135,18,55,45,12,349,0.93,Low
74,243,107,7,58,33,17,438,0.77,Medium
78,418,123,7,67,27,18,361,0.94,Medium
92,121,44,1,71,17,19,341,0.84,High
82,283,102,6,69,32,16,344,0.71,Medium
82,132,81,2,55,21,12,352,0.7,High
92,187,44,0,59,17,16,345,0.8,High
81,476,109,9,64,30,16,358,0.91,Medium
77,389,111,9,66,38,15,438,0.79,Medium
57,762,171,10,55,48,12,459,0.78,Low
70,279,123,7,56,26,19,367,0.76,Medium
89,147,74,2,67,18,13,401,0.8,High
65,635,160,10,63,41,15,345,0.85,Low
51,631,132,18,56,41,15,439,0.76,Low
100,54,40,3,70,15,16,302,0.88,High
85,383,114,4,72,27,19,455,0.9,Medium
69,518,137,14,73,44,13,437,0.82,Low
102,174,58,3,73,23,16,343,0.79,High
67,347,75,5,56,33,18,341,0.92,Medium
77,250,112,7,62,39,17,312,0.81,Medium
86,111,55,3,65,17,14,402,0.81,High
77,324,125,5,66,33,17,421,0.92,Medium
78,464,109,5,66,37,19,327,0.86,Medium
75,372,124,5,58,37,16,395,0.86,Medium
87,108,85,2,66,24,14,389,0.91,High
93,100,68,1,62,24,16,401,0.85,High
64,709,151,13,55,46,16,368,0.79,Low
69,871,179,12,68,40,19,370,0.81,Low
62,554,114,13,66,44,19,374,0.91,Low
78,202,120,7,61,27,12,375,0.78,Medium
81,342,121,4,70,30,17,329,0.88,Medium
108,146,89,1,74,21,14,362,0.87,High
69,888,140,15,63,43,14,453,0.89,Low
70,772,169,15,69,40,17,303,0.89,Low
70,665,168,10,73,41,18,345,0.88,Low
55,526,106,10,55,49,18,325,0.74,Low
83,415,117,8,71,27,16,436,0.87,Medium
79,493,73,9,65,26,17,436,0.94,Medium
84,67,68,0,60,18,16,441,0.86,High
70,215,109,6,55,29,17,360,0.71,Medium
107,125,45,0,73,22,17,325,0.89,High
55,723,151,16,56,42,18,464,0.77,Low
81,298,83,9,68,29,12,417,0.79,Medium
78,408,126,4,59,29,16,354,0.94,Medium
75,440,90,8,65,39,15,443,0.79,Medium
96,79,84,0,66,20,16,385,0.74,High
79,453,107,5,69,29,15,415,0.9,Medium
77,460,71,9,61,32,16,380,0.79,Medium
78,75,66,2,55,17,17,315,0.78,High
69,430,103,8,56,38,19,328,0.7,Medium
70,810,114,10,72,45,16,382,0.79,Low
84,430,76,8,68,27,13,349,0.81,Medium
103,94,66,1,72,17,18,310,0.84,High
86,83,78,3,59,15,12,426,0.86,High
82,477,97,6,68,36,18,415,0.85,Medium
69,515,111,11,67,42,16,328,0.83,Low
78,269,97,7,61,38,15,314,0.92,Medium
84,303,72,7,67,39,14,402,0.84,Medium
65,468,128,5,55,34,18,431,0.87,Medium
84,92,57,2,64,21,18,437,0.72,High
74,406,124,5,56,32,14,462,0.74,Medium
67,899,179,13,71,46,15,340,0.82,Low
79,524,124,14,72,40,19,451,0.86,Low
81,360,127,9,63,29,12,391,0.95,Medium
66,309,75,4,56,25,17,343,0.9,Medium
82,330,104,8,66,27,17,347,0.85,Medium
67,590,141,13,67,41,12,366,0.91,Low
56,831,150,17,55,47,18,334,0.93,Low
103,126,52,2,72,17,13,386,0.92,High
76,185,61,2,56,15,18,331,0.87,High
103,121,47,2,73,17,16,434,0.86,High
75,276,79,4,57,33,13,411,0.91,Medium
88,324,124,5,72,29,16,423,0.73,Medium
66,751,167,10,60,49,18,365,0.82,Low
73,482,71,5,62,29,18,384,0.86,Medium
94,114,49,1,68,24,15,305,0.76,High
69,217,92,9,58,27,12,465,0.78,Medium
81,474,83,6,71,31,14,478,0.88,Medium
65,866,104,17,56,43,17,370,0.91,Low
59,520,155,14,63,40,17,396,0.72,Low
98,109,54,3,64,20,17,435,0.79,High
70,538,102,18,61,49,17,385,0.91,Low
76,748,153,13,72,49,18,385,0.81,Low
65,595,102,17,62,41,18,479,0.93,Low
77,662,162,16,71,48,13,409,0.87,Low
88,271,79,9,70,26,12,476,0.7,Medium
74,282,112,4,58,33,18,448,0.82,Medium
80,206,125,8,68,34,14,328,0.78,Medium
59,708,121,10,61,40,12,314,0.86,Low
103,85,40,0,71,20,16,474,0.86,High
91,190,89,0,65,23,18,312,0.75,High
75,429,90,5,65,37,15,318,0.87,Medium
80,304,124,5,61,33,12,329,0.95,Medium
81,396,125,6,69,39,16,375,0.76,Medium
75,397,122,6,64,39,16,323,0.72,Medium
89,67,41,2,66,21,17,375,0.76,High
67,849,115,15,70,49,19,366,0.82,Low
79,356,88,8,65,29,16,382,0.88,Medium
85,61,62,0,61,24,15,455,0.72,High
65,579,154,15,57,40,15,463,0.81,Low
92,26,79,2,63,17,16,453,0.77,High
93,197,52,2,62,22,19,369,0.94,High
71,822,155,17,74,45,18,453,0.84,Low
72,300,91,5,62,34,14,320,0.86,Medium
68,426,92,4,55,39,18,448,0.7,Medium
71,215,120,5,57,39,16,351,0.89,Medium
94,64,62,0,61,23,19,353,0.86,High
68,525,141,11,64,48,15,331,0.73,Low
85,157,69,2,58,15,15,314,0.94,High
87,45,79,3,59,21,18,398,0.79,High
62,725,109,16,58,42,12,353,0.88,Low
64,744,178,16,56,46,19,460,0.83,Low
88,435,86,6,73,26,18,376,0.93,Medium
72,404,112,8,58,32,14,402,0.93,Medium
71,645,139,10,72,42,16,359,0.9,Low
55,853,162,12,58,40,18,372,0.92,Low
84,101,59,3,63,23,19,315,0.8,High
68,457,105,9,58,37,15,330,0.89,Medium
80,474,110,5,62,36,19,337,0.88,Medium
98,129,40,2,65,20,12,409,0.86,High
74,424,90,5,64,25,17,360,0.86,Medium
83,347,128,8,69,34,17,389,0.86,Medium
52,809,166,19,55,44,12,317,0.85,Low
79,408,127,8,62,37,15,454,0.76,Medium
62,726,160,16,55,40,14,418,0.72,Low
72,606,102,16,69,40,13,479,0.94,Low
52,782,166,10,55,48,18,311,0.84,Low
53,516,172,15,55,42,12,305,0.88,Low
70,803,130,14,71,45,13,437,0.8,Low
91,493,116,8,73,31,13,407,0.84,Medium
61,612,122,14,63,47,18,303,0.72,Low
74,370,128,6,55,32,19,354,0.84,Medium
104,131,76,2,71,19,17,406,0.75,High
80,323,93,4,63,37,15,431,0.9,Medium
85,198,64,0,62,15,15,435,0.85,High
72,636,101,12,63,49,14,354,0.72,Low
73,257,97,6,59,38,18,388,0.82,Medium
63,678,168,10,64,40,17,348,0.72,Low
81,396,114,7,67,36,15,398,0.75,Medium
88,14,84,3,58,23,12,389,0.76,High
75,234,113,5,58,39,15,463,0.89,Medium
78,267,126,9,62,31,14,347,0.84,Medium
71,702,118,15,64,47,16,464,0.82,Low
95,57,79,0,74,23,14,449,0.83,High
74,327,90,4,55,25,14,405,0.86,Medium
82,427,123,8,71,30,17,333,0.92,Medium
101,67,53,1,73,21,16,355,0.79,High
61,673,173,12,62,48,12,384,0.75,Low
75,704,135,18,74,43,12,425,0.86,Low
80,496,116,4,64,37,16,400,0.72,Medium
83,473,80,6,64,26,17,328,0.71,Medium
86,427,85,5,72,33,14,394,0.83,Medium
66,551,106,19,61,44,12,337,0.79,Low
83,356,106,8,65,36,12,477,0.71,Medium
95,149,83,3,67,24,17,416,0.77,High
70,642,166,18,70,42,15,428,0.94,Low
89,45,53,3,66,16,19,326,0.83,High
73,672,148,12,73,48,14,364,0.91,Low
79,898,167,15,73,49,17,355,0.83,Low
81,101,71,1,60,17,18,301,0.91,High
87,442,116,5,74,38,16,371,0.7,Medium
91,84,48,0,62,19,16,384,0.78,High
78,350,105,5,62,38,17,434,0.82,Medium
73,227,79,6,61,37,12,477,0.9,Medium
88,9,53,3,59,24,18,349,0.87,High
75,618,166,18,72,48,16,463,0.8,Low
78,256,85,4,60,28,14,329,0.88,Medium
84,382,95,9,67,32,12,420,0.74,Medium
80,59,45,3,60,17,15,470,0.89,High
94,6,52,1,65,18,18,479,0.85,High
72,764,126,17,67,48,19,379,0.9,Low
52,605,170,15,55,44,17,441,0.94,Low
70,869,133,12,70,48,19,399,0.9,Low
77,543,111,17,68,48,18,377,0.85,Low
93,196,86,1,68,17,12,325,0.72,High
91,192,57,1,63,19,16,457,0.71,High
94,41,86,3,66,22,19,335,0.84,High
93,97,43,1,64,19,15,465,0.92,High
65,780,113,15,61,45,19,317,0.76,Low
89,27,70,1,65,19,18,322,0.78,High
83,224,86,9,73,39,12,401,0.79,Medium
65,502,159,11,60,40,16,448,0.75,Low
67,563,127,11,65,49,15,410,0.89,Low
75,450,90,4,58,35,18,306,0.9,Medium
83,263,117,7,73,33,15,432,0.77,Medium
73,720,166,11,66,48,14,349,0.85,Low
80,172,74,0,57,18,18,376,0.95,High
80,348,82,8,66,37,12,425,0.85,Medium
101,51,43,0,74,16,16,454,0.76,High
66,737,153,10,64,49,15,462,0.8,Low
94,91,77,2,72,24,16,424,0.82,High
68,657,161,13,60,41,12,478,0.89,Low
99,53,65,3,73,19,19,462,0.74,High
89,432,106,7,73,27,17,448,0.94,Medium
90,81,70,0,59,21,17,435,0.94,High
92,69,65,1,61,22,17,322,0.94,High
77,497,76,9,58,36,18,428,0.93,Medium
91,17,43,1,59,20,12,459,0.95,High
69,548,147,11,62,46,15,357,0.74,Low
71,225,122,5,56,31,18,450,0.79,Medium
79,194,83,3,55,23,15,375,0.73,High
64,771,136,13,69,44,19,394,0.86,Low
58,866,160,19,58,42,12,414,0.75,Low
92,125,78,3,58,23,12,377,0.72,High
54,831,134,13,55,44,16,392,0.76,Low
102,116,72,3,68,24,13,349,0.87,High
83,152,88,3,56,20,14,307,0.77,High
64,592,117,10,69,46,14,345,0.92,Low
78,615,106,17,71,41,17,421,0.94,Low
85,266,74,7,74,29,18,316,0.93,Medium
68,473,74,9,56,36,19,343,0.81,Medium
95,57,84,1,65,19,14,371,0.86,High
63,506,143,16,64,41,17,396,0.8,Low
98,177,73,2,73,22,18,306,0.8,High
97,0,42,3,70,24,17,365,0.9,High
76,491,108,7,58,35,17,327,0.93,Medium
89,14,58,1,61,23,18,345,0.73,High
74,680,124,18,68,42,17,408,0.71,Low
82,23,43,2,55,19,16,467,0.79,High
81,215,74,4,70,27,13,449,0.77,Medium
71,371,87,6,56,30,12,352,0.83,Medium
101,125,48,2,67,17,13,350,0.94,High
85,155,70,2,64,19,17,454,0.9,High
79,142,43,2,59,15,13,376,0.76,High
85,232,93,6,67,35,12,415,0.91,Medium
98,50,72,0,70,23,12,391,0.91,High
86,207,128,7,73,25,17,457,0.81,Medium
88,4,88,1,62,20,18,379,0.77,High
63,500,137,14,55,45,19,327,0.76,Low
75,204,115,4,60,35,17,355,0.85,Medium
76,417,84,9,64,32,16,406,0.83,Medium
72,395,126,7,60,37,15,414,0.78,Medium
83,128,82,1,55,21,14,404,0.76,High
88,263,121,8,69,30,17,381,0.7,Medium
71,441,97,6,55,34,16,400,0.76,Medium
78,577,165,15,70,42,17,456,0.83,Low
97,125,87,1,66,23,17,310,0.74,High
85,84,41,0,62,24,17,409,0.77,High
61,887,125,13,66,44,13,372,0.85,Low
81,200,85,8,68,26,18,320,0.86,Medium
80,457,110,8,63,36,13,301,0.91,Medium
108,9,40,1,74,18,13,322,0.8,High
74,733,157,18,72,47,17,420,0.81,Low
94,15,86,1,63,20,12,303,0.85,High
89,121,60,1,65,20,15,300,0.73,High
54,755,110,18,59,46,15,458,0.74,Low
94,75,47,0,72,23,15,334,0.82,High
77,217,118,8,65,32,19,318,0.78,Medium
74,808,155,16,66,48,18,443,0.78,Low
68,577,167,14,67,49,17,336,0.72,Low
55,635,169,13,58,49,16,455,0.79,Low
92,45,66,0,72,15,14,329,0.7,High
56,693,108,12,56,48,12,332,0.93,Low
104,29,72,1,73,19,18,437,0.78,High
75,354,80,6,64,33,18,339,0.77,Medium
88,96,68,3,62,15,15,338,0.9,High
76,611,147,12,72,48,18,370,0.73,Low
89,202,93,8,70,26,16,421,0.72,Medium
104,47,69,0,73,18,16,313,0.83,High
73,397,89,7,55,36,15,408,0.86,Medium
66,662,174,17,60,48,18,353,0.7,Low
57,747,140,17,60,42,18,475,0.85,Low
82,402,110,8,67,36,17,405,0.95,Medium
78,208,75,7,68,28,17,370,0.8,Medium
98,45,75,0,66,23,12,467,0.91,High
79,316,127,5,60,31,15,305,0.87,Medium
104,62,77,0,73,24,18,381,0.9,High
89,190,51,0,62,23,15,420,0.71,High
79,840,108,13,74,48,16,382,0.79,Low
53,660,171,12,55,49,13,379,0.81,Low
83,9,68,2,58,16,19,459,0.82,High
74,891,166,12,69,48,12,356,0.8,Low
91,52,65,0,68,20,16,400,0.9,High
67,364,93,9,57,34,17,465,0.84,Medium
95,88,72,1,61,22,18,475,0.9,High
67,808,116,13,72,48,18,461,0.9,Low
70,850,105,14,64,40,19,400,0.93,Low
72,661,154,13,67,44,16,404,0.86,Low
102,45,88,1,71,23,17,423,0.95,High
98,128,70,2,74,17,18,397,0.74,High
62,679,122,14,55,45,16,385,0.7,Low
105,46,81,0,74,21,13,337,0.75,High
79,221,97,9,67,30,17,405,0.75,Medium
59,724,139,19,61,46,19,360,0.7,Low
99,4,89,1,71,22,16,342,0.77,High
85,382,97,4,67,36,19,336,0.86,Medium
75,598,151,18,69,47,18,389,0.81,Low
89,39,61,0,65,24,17,367,0.82,High
99,70,76,3,66,24,16,390,0.76,High
57,617,174,10,61,40,19,338,0.72,Low
92,416,123,9,74,35,17,419,0.94,Medium
92,149,43,3,66,16,15,466,0.95,High
68,853,135,13,72,43,17,418,0.89,Low
92,30,79,1,63,20,15,442,0.92,High
63,758,151,10,61,49,17,415,0.95,Low
93,99,78,2,71,23,18,443,0.83,High
70,714,135,17,61,48,13,358,0.77,Low
71,404,80,6,55,30,16,392,0.79,Medium
87,453,125,6,68,27,16,373,0.92,Medium
64,512,162,18,67,40,17,366,0.86,Low
63,554,159,16,66,47,13,348,0.8,Low
82,256,76,4,63,31,12,314,0.85,Medium
98,157,72,2,69,17,15,371,0.84,High
71,298,70,6,56,27,14,426,0.8,Medium
71,781,102,13,68,44,13,442,0.75,Low
98,68,63,2,69,21,18,390,0.79,High
75,218,74,7,62,37,15,313,0.92,Medium
68,800,118,10,66,46,13,443,0.87,Low
55,792,122,10,60,40,17,331,0.91,Low
102,133,53,3,72,16,17,465,0.93,High
69,569,130,18,61,45,14,445,0.82,Low
59,531,174,11,64,47,19,345,0.81,Low
73,415,93,9,59,29,19,474,0.84,Medium
56,784,151,14,58,48,14,362,0.76,Low
86,93,71,2,65,19,19,318,0.81,High
85,238,110,4,68,35,18,349,0.78,Medium
66,769,143,15,67,42,12,353,0.94,Low
95,16,88,2,65,17,12,330,0.9,High
87,108,87,3,60,15,12,383,0.92,High
84,154,62,1,59,22,16,331,0.75,High
89,76,57,1,66,21,15,452,0.77,High
98,118,69,1,70,19,13,445,0.85,High
85,325,88,8,72,25,15,310,0.9,Medium
85,165,74,3,63,22,14,336,0.81,High
87,168,65,1,66,21,14,303,0.8,High
61,749,150,17,65,47,18,470,0.89,Low
89,16,40,0,67,18,12,320,0.71,High
77,334,89,7,62,37,19,470,0.84,Medium
92,147,73,3,58,18,19,457,0.81,High
65,615,111,11,64,47,17,349,0.81,Low
57,719,178,16,58,42,15,391,0.72,Low
63,722,124,13,59,48,12,384,0.87,Low
68,522,113,10,67,47,17,375,0.75,Low
67,324,73,7,55,29,15,341,0.95,Medium
94,72,53,0,68,15,17,459,0.86,High
86,266,96,9,70,27,12,361,0.86,Medium
106,68,53,1,72,19,12,364,0.71,High
87,162,84,1,55,24,12,469,0.87,High
93,85,54,1,59,19,15,383,0.86,High
94,143,51,1,65,17,19,467,0.82,High
84,186,67,3,59,17,12,365,0.83,High
93,82,55,3,67,17,14,360,0.78,High
76,479,116,8,63,36,17,453,0.8,Medium
84,93,50,0,56,22,19,302,0.93,High
73,849,150,13,67,41,15,411,0.72,Low
99,141,89,3,74,15,16,416,0.77,High
78,251,121,9,64,35,13,357,0.88,Medium
101,153,75,1,70,24,14,370,0.73,High
81,411,80,5,67,26,14,306,0.76,Medium
89,172,50,0,58,22,12,321,0.86,High
81,41,60,3,56,23,18,380,0.71,High
105,80,65,0,71,21,14,307,0.79,High
90,156,58,1,62,19,16,382,0.91,High
57,680,116,10,57,46,17,432,0.75,Low
95,39,44,3,71,22,18,365,0.94,High
72,468,82,4,61,25,15,409,0.92,Medium
83,186,52,2,59,15,13,350,0.84,High
86,33,49,2,62,21,19,322,0.79,High
82,542,126,12,73,44,16,381,0.88,Low
54,762,130,10,58,45,13,360,0.79,Low
101,29,48,2,72,23,17,436,0.9,High
104,117,71,3,72,23,19,410,0.77,High
89,430,105,7,74,35,17,409,0.79,Medium
91,69,88,1,58,22,19,332,0.76,High
72,274,70,9,57,26,19,403,0.84,Medium
73,247,86,6,58,33,13,363,0.88,Medium
75,553,173,16,67,44,13,312,0.77,Low
63,641,178,10,66,49,18,405,0.84,Low
73,245,98,7,57,25,15,442,0.88,Medium
97,191,85,0,69,23,13,351,0.85,High
88,199,71,2,59,16,13,348,0.73,High
82,205,123,4,66,29,16,323,0.89,Medium
92,24,57,2,63,23,16,457,0.85,High
77,316,115,4,58,26,13,430,0.84,Medium
104,42,66,3,70,23,12,358,0.85,High
97,130,42,3,66,21,19,402,0.79,High
88,7,74,0,61,17,15,347,0.84,High
98,167,62,1,69,17,15,460,0.8,High
96,162,43,2,73,24,16,337,0.89,High
85,113,59,2,60,20,13,360,0.93,High
93,171,58,2,62,19,12,434,0.88,High
92,162,66,1,72,18,13,430,0.91,High
88,132,40,2,65,24,18,453,0.76,High
86,296,71,9,70,29,14,332,0.95,Medium
67,785,114,19,66,46,12,404,0.9,Low
81,213,92,7,68,34,17,359,0.78,Medium
83,113,62,2,57,19,14,459,0.81,High
60,586,125,16,63,43,18,423,0.73,Low
68,324,87,8,56,37,15,361,0.82,Medium
66,506,119,14,63,41,18,322,0.75,Low
81,318,71,8,69,33,16,475,0.72,Medium
81,249,80,6,69,36,13,316,0.93,Medium
86,179,69,3,60,22,18,357,0.76,High
86,415,96,5,67,34,18,451,0.71,Medium
57,706,106,18,62,42,19,474,0.7,Low
80,424,78,5,62,32,19,339,0.9,Medium
62,835,156,15,62,48,13,441,0.81,Low
73,445,122,9,57,32,13,366,0.88,Medium
86,175,48,2,61,16,13,337,0.87,High
70,306,91,8,57,33,13,303,0.84,Medium
88,97,59,2,55,16,16,381,0.87,High
100,41,67,0,70,23,14,318,0.76,High
74,851,117,12,70,47,17,391,0.93,Low
92,35,73,0,58,23,17,336,0.89,High
59,657,147,16,56,41,14,436,0.78,Low
77,258,89,8,67,37,18,456,0.88,Medium
70,766,124,17,70,41,12,434,0.92,Low
67,352,111,4,56,28,12,427,0.76,Medium
67,319,129,6,56,25,16,308,0.87,Medium
77,271,122,6,61,39,13,395,0.74,Medium
89,145,85,3,59,24,13,424,0.79,High
90,94,71,2,65,21,19,448,0.8,High
93,93,43,2,64,18,17,442,0.71,High
